Date,Price,Open,High,Low,Volume,Chg%
"Jan 16, 2024","62,015","62,461","62,521","61,977",6.15K,-0.87%
"Jan 15, 2024","62,559","62,502","62,646","62,451",3.28K,0.32%
"Jan 12, 2024","62,362","61,925","62,690","61,925",7.92K,0.93%
"Jan 11, 2024","61,788","62,146","62,477","61,731",6.55K,-0.34%
"Jan 10, 2024","61,996","62,230","62,399","61,966",4.23K,-0.29%
"Jan 09, 2024","62,179","62,149","62,490","62,114",5.08K,0.14%
"Jan 08, 2024","62,095","62,511","62,511","61,925",6.64K,-0.74%
"Jan 05, 2024","62,557","62,631","63,079","62,160",8.02K,-0.13%
"Jan 04, 2024","62,640","62,724","62,820","62,476",4.32K,0.21%
"Jan 03, 2024","62,507","63,258","63,345","62,418",8.52K,-1.19%
"Jan 02, 2024","63,257","63,329","63,653","63,106",5.14K,-0.10%
"Jan 01, 2024","63,320","63,225","63,379","63,181",0.66K,0.19%
"Dec 29, 2023","63,203","63,246","63,385","63,051",4.28K,-0.29%
"Dec 28, 2023","63,389","63,728","63,821","63,333",4.00K,-0.45%
"Dec 27, 2023","63,678","63,198","63,710","63,179",5.30K,1.04%
"Dec 26, 2023","63,025","63,149","63,198","62,903",3.02K,0.11%
"Dec 22, 2023","62,954","62,784","63,277","62,687",7.00K,0.72%
"Dec 21, 2023","62,503","62,412","62,680","62,369",3.85K,0.14%
"Dec 20, 2023","62,415","62,533","62,610","62,309",4.29K,-0.10%
"Dec 19, 2023","62,476","62,100","62,670","62,069",4.32K,0.30%
"Dec 18, 2023","62,291","62,193","62,368","61,950",4.01K,0.16%
"Dec 15, 2023","62,192","62,550","62,597","62,055",5.13K,-0.42%
"Dec 14, 2023","62,454","61,391","62,880","61,391",9.27K,2.05%
"Dec 13, 2023","61,199","61,196","61,340","61,001",4.19K,0.03%
"Dec 12, 2023","61,181","61,236","61,583","61,108",5.22K,0.10%
"Dec 11, 2023","61,117","61,800","61,860","61,099",5.74K,-0.98%
"Dec 08, 2023","61,719","62,525","62,579","61,625",7.37K,-1.20%
"Dec 07, 2023","62,466","62,414","62,736","62,222",4.50K,0.04%
"Dec 06, 2023","62,440","62,250","62,567","62,201",4.51K,-0.26%
"Dec 05, 2023","62,600","62,900","64,460","62,375",0.02K,0.00%
"Dec 04, 2023","62,599","63,550","63,881","62,171",0.04K,-0.81%
"Dec 01, 2023","63,112","62,512","63,356","62,464",0.04K,0.88%
"Nov 30, 2023","62,559","62,594","62,649","62,420",0.09K,-0.07%
"Nov 29, 2023","62,605","62,602","62,675","62,300",1.41K,0.35%
"Nov 28, 2023","62,385","61,619","62,423","61,485",4.61K,1.37%
"Nov 27, 2023","61,540","61,597","61,691","61,451",2.69K,0.29%
"Nov 24, 2023","61,364","61,072","61,390","61,056",3.57K,0.48%
"Nov 23, 2023","61,072","61,074","61,184","61,009",3.11K,0.08%
"Nov 22, 2023","61,024","61,159","61,366","60,939",4.50K,-0.33%
"Nov 21, 2023","61,225","60,805","61,360","60,805",6.29K,0.94%
"Nov 20, 2023","60,657","60,719","60,774","60,356",4.46K,-0.09%
"Nov 17, 2023","60,713","60,686","61,000","60,633",4.10K,-0.01%
"Nov 16, 2023","60,722","60,148","61,914","60,110",7.35K,1.02%
"Nov 15, 2023","60,111","60,166","60,444","60,015",4.95K,0.08%
"Nov 14, 2023","60,065","59,795","60,329","59,736",3.50K,0.37%
"Nov 13, 2023","59,842","59,699","59,920","59,490",4.22K,0.11%
"Nov 12, 2023","59,775","59,551","59,779","59,551",0.58K,0.19%
"Nov 10, 2023","59,659","60,233","60,269","59,638",6.18K,-1.03%
"Nov 09, 2023","60,282","59,903","60,351","59,760",6.30K,0.45%
"Nov 08, 2023","60,009","60,396","60,448","59,950",4.15K,-0.56%
"Nov 07, 2023","60,347","60,596","60,603","60,151",6.50K,-0.70%
"Nov 06, 2023","60,770","60,847","60,975","60,732",3.60K,-0.41%
"Nov 03, 2023","61,020","60,911","61,330","60,889",6.61K,0.18%
"Nov 02, 2023","60,911","60,890","61,042","60,750",3.23K,0.21%
"Nov 01, 2023","60,785","60,820","61,164","60,661",53.76M,-0.81%
"Oct 31, 2023","61,280","61,117","61,539","60,905",7.11K,0.20%
"Oct 30, 2023","61,156","61,396","61,396","61,110",64.03M,0.00%
"Oct 27, 2023","61,156","60,915","61,268","60,693",63.49M,0.54%
"Oct 26, 2023","60,826","60,824","61,070","60,585",65.11M,0.00%
"Oct 25, 2023","60,826","60,478","60,911","60,277",72.01M,0.37%
"Oct 24, 2023","60,599","60,184","60,574","60,125",34.58M,0.00%
"Oct 23, 2023","60,599","60,400","60,801","60,400",49.29M,-0.21%
"Oct 20, 2023","60,725","60,401","61,124","60,313",9.86K,0.67%
"Oct 19, 2023","60,318","59,720","60,375","59,720",7.26K,1.86%
"Oct 18, 2023","59,218","59,500","60,259","59,480",92.16M,0.09%
"Oct 17, 2023","59,166","59,166","59,478","59,000",5.97K,-0.41%
"Oct 16, 2023","59,408","59,209","59,280","58,880",4.80K,0.00%
"Oct 13, 2023","59,408","57,970","59,439","57,931",11.42K,2.57%
"Oct 12, 2023","57,918","58,045","58,235","57,881",5.26K,-0.04%
"Oct 11, 2023","57,940","57,619","58,073","57,600",5.16K,0.54%
"Oct 10, 2023","57,629","57,689","57,744","57,501",5.09K,0.10%
"Oct 09, 2023","57,572","57,000","57,606","57,000",5.34K,1.23%
"Oct 06, 2023","56,871","56,735","56,910","56,421",6.04K,0.48%
"Oct 05, 2023","56,602","56,200","56,602","56,075",4.18K,0.46%
"Oct 04, 2023","56,343","56,237","56,631","56,225",0.02K,0.11%
"Oct 03, 2023","56,279","56,209","56,539","56,150",0.02K,-1.45%
"Sep 29, 2023","57,105","57,382","57,607","57,096",0.59K,-0.04%
"Sep 28, 2023","57,128","57,631","57,647","57,026",2.21K,-0.94%
"Sep 27, 2023","57,672","58,450","58,450","57,622",7.06K,-1.30%
"Sep 26, 2023","58,432","58,616","58,749","58,404",5.34K,-0.46%
"Sep 25, 2023","58,701","58,884","58,996","58,676",5.16K,-0.42%
"Sep 22, 2023","58,946","58,730","58,986","58,729",3.45K,0.21%
"Sep 21, 2023","58,822","59,315","59,315","58,685",6.11K,-0.98%
"Sep 20, 2023","59,405","59,222","59,443","59,109",4.72K,0.21%
"Sep 19, 2023","59,282","59,240","59,388","59,240",1.28K,0.04%
"Sep 18, 2023","59,259","58,913","59,275","58,913",3.44K,0.45%
"Sep 15, 2023","58,993","58,674","59,148","58,673",5.47K,0.69%
"Sep 14, 2023","58,588","58,550","58,620","58,354",3.90K,-0.01%
"Sep 13, 2023","58,593","58,550","58,695","58,523",3.29K,-0.06%
"Sep 12, 2023","58,626","58,995","58,995","58,520",4.28K,-0.52%
"Sep 11, 2023","58,930","58,930","59,100","58,888",3.33K,0.05%
"Sep 08, 2023","58,898","59,146","59,205","58,864",3.55K,-0.17%
"Sep 07, 2023","58,998","59,043","59,128","58,970",2.70K,-0.15%
"Sep 06, 2023","59,088","59,165","59,300","59,010",3.00K,-0.26%
"Sep 05, 2023","59,243","59,347","59,460","59,207",2.74K,-0.25%
"Sep 04, 2023","59,393","59,570","59,574","59,330",3.13K,0.00%
"Sep 01, 2023","59,395","59,296","59,665","59,271",5.46K,0.04%
"Aug 31, 2023","59,374","59,490","59,563","59,351",3.31K,-0.17%
"Aug 30, 2023","59,478","59,282","59,550","59,282",3.33K,0.36%
"Aug 29, 2023","59,266","58,949","59,289","58,843",4.64K,0.64%
"Aug 28, 2023","58,887","58,685","59,000","58,671",3.32K,0.42%
"Aug 25, 2023","58,640","58,743","58,875","58,492",4.38K,-0.29%
"Aug 24, 2023","58,811","58,800","58,895","58,662",2.96K,-0.01%
"Aug 23, 2023","58,819","58,600","58,848","58,506",4.19K,0.42%
"Aug 22, 2023","58,574","58,526","58,674","58,361",4.11K,0.14%
"Aug 21, 2023","58,490","58,420","58,640","58,281",4.86K,0.20%
"Aug 18, 2023","58,375","58,370","58,580","58,340",2.99K,0.15%
"Aug 17, 2023","58,290","58,453","58,689","58,275",5.19K,-0.67%
"Aug 16, 2023","58,681","58,831","58,903","58,665",3.56K,-0.50%
"Aug 14, 2023","58,974","58,904","59,019","58,810",2.97K,0.12%
"Aug 11, 2023","58,906","58,800","59,030","58,740",3.06K,0.09%
"Aug 10, 2023","58,853","59,130","59,146","58,725",4.23K,-0.20%
"Aug 09, 2023","58,973","59,321","59,361","58,952",4.40K,-0.46%
"Aug 08, 2023","59,248","59,390","59,474","59,178",5.02K,-0.29%
"Aug 07, 2023","59,420","59,550","59,567","59,313",4.89K,0.38%
"Aug 04, 2023","59,197","59,100","59,399","58,951",0.01K,0.09%
"Aug 03, 2023","59,146","59,843","59,855","58,851",0.04K,0.03%
"Aug 02, 2023","59,127","59,182","59,499","59,100",0.05K,0.32%
"Aug 01, 2023","58,939","59,426","59,524","58,855",0.08K,-1.06%
"Jul 31, 2023","59,568","59,390","59,650","59,176",0.91K,0.24%
"Jul 28, 2023","59,427","59,091","59,455","58,987",3.60K,0.81%
"Jul 27, 2023","58,950","59,610","59,680","58,740",5.65K,-0.86%
"Jul 26, 2023","59,461","59,214","59,575","59,190",4.43K,0.46%
"Jul 25, 2023","59,189","59,041","59,265","58,950",4.78K,0.19%
"Jul 24, 2023","59,076","59,241","59,320","59,055",5.20K,-0.39%
"Jul 21, 2023","59,309","59,543","59,587","59,176",4.66K,-0.41%
"Jul 20, 2023","59,552","59,945","59,984","59,459",5.94K,-0.40%
"Jul 19, 2023","59,790","59,765","59,878","59,587",4.55K,0.05%
"Jul 18, 2023","59,763","59,215","59,910","59,215",7.13K,1.06%
"Jul 17, 2023","59,135","59,147","59,269","58,939",4.61K,-0.31%
"Jul 14, 2023","59,316","59,264","59,379","59,141",4.51K,0.13%
"Jul 13, 2023","59,239","59,230","59,375","59,122",4.60K,0.09%
"Jul 12, 2023","59,188","58,900","59,248","58,720",6.73K,0.71%
"Jul 11, 2023","58,773","58,661","58,909","58,600",5.07K,0.14%
"Jul 10, 2023","58,689","58,739","58,739","58,403",4.10K,-0.18%
"Jul 07, 2023","58,792","58,374","58,949","58,331",6.15K,0.67%
"Jul 06, 2023","58,401","58,638","58,650","58,120",7.09K,-0.12%
"Jul 05, 2023","58,473","58,410","58,779","58,366",5.05K,0.11%
"Jul 04, 2023","58,409","58,275","58,545","58,265",3.84K,0.23%
"Jul 03, 2023","58,277","58,154","58,480","57,971",5.91K,0.11%
"Jun 30, 2023","58,211","57,980","58,305","57,792",5.78K,0.34%
"Jun 29, 2023","58,014","58,000","58,140","57,651",4.16K,-0.11%
"Jun 28, 2023","58,078","58,176","58,198","57,880",4.73K,-0.05%
"Jun 27, 2023","58,107","58,493","58,549","58,069",5.63K,-0.52%
"Jun 26, 2023","58,412","58,429","58,670","58,352",4.35K,0.18%
"Jun 23, 2023","58,307","58,136","58,740","58,096",6.15K,0.19%
"Jun 22, 2023","58,196","58,613","58,663","58,150",5.56K,-0.88%
"Jun 21, 2023","58,714","58,824","58,865","58,375",4.93K,-0.16%
"Jun 20, 2023","58,809","59,222","59,392","58,663",6.17K,-0.59%
"Jun 19, 2023","59,157","59,272","59,370","59,115",2.83K,-0.33%
"Jun 16, 2023","59,354","59,340","59,555","59,234",4.93K,0.00%
"Jun 15, 2023","59,355","59,210","59,385","58,661",9.14K,0.10%
"Jun 14, 2023","59,298","59,301","59,465","59,148",4.74K,0.14%
"Jun 13, 2023","59,218","59,755","59,885","59,184",6.99K,-0.71%
"Jun 12, 2023","59,641","59,713","59,920","59,505",4.69K,-0.30%
"Jun 09, 2023","59,821","59,934","60,116","59,727",4.05K,-0.12%
"Jun 08, 2023","59,891","59,528","60,048","59,425",6.93K,0.65%
"Jun 07, 2023","59,503","59,977","60,098","59,401",8.48K,-0.80%
"Jun 06, 2023","59,985","59,869","60,074","59,766",4.45K,0.28%
"Jun 05, 2023","59,820","59,500","59,820","59,419",5.68K,0.12%
"Jun 02, 2023","59,750","60,275","60,350","59,650",0.05K,-0.28%
"Jun 01, 2023","59,919","60,057","60,271","59,700",0.02K,-0.41%
"May 31, 2023","60,163","59,946","60,350","59,840",0.15K,0.36%
"May 30, 2023","59,946","59,401","60,064","59,225",1.19K,0.89%
"May 29, 2023","59,419","59,406","59,631","59,260",4.78K,0.11%
"May 26, 2023","59,353","59,542","59,660","59,225",5.02K,-0.18%
"May 25, 2023","59,460","59,700","59,955","59,363",8.44K,-0.67%
"May 24, 2023","59,860","60,196","60,389","59,725",7.56K,-0.56%
"May 23, 2023","60,197","60,000","60,245","59,739",8.76K,-0.07%
"May 22, 2023","60,241","60,245","60,430","60,111",5.59K,-0.23%
"May 19, 2023","60,379","59,766","60,490","59,721",8.23K,1.10%
"May 18, 2023","59,723","60,100","60,153","59,540",8.39K,-0.70%
"May 17, 2023","60,145","60,333","60,445","59,960",5.63K,-0.16%
"May 16, 2023","60,244","61,498","61,498","60,190",7.99K,-1.28%
"May 15, 2023","61,027","60,910","61,138","60,820",4.38K,0.23%
"May 12, 2023","60,887","60,795","61,080","60,525",6.36K,-0.01%
"May 11, 2023","60,892","61,279","61,515","60,825",8.45K,-0.62%
"May 10, 2023","61,270","61,270","61,651","60,976",7.21K,-0.24%
"May 09, 2023","61,419","60,910","61,460","60,905",5.49K,0.81%
"May 08, 2023","60,927","60,783","61,090","60,771",4.04K,0.49%
"May 05, 2023","60,628","61,566","61,629","60,250",8.69K,-1.41%
"May 04, 2023","61,493","61,200","61,845","61,053",7.72K,0.87%
"May 03, 2023","60,965","60,740","61,022","60,535",4.44K,0.56%
"May 02, 2023","60,628","59,755","60,771","59,700",7.95K,1.45%
"May 01, 2023","59,764","59,867","60,328","59,711",4.02K,-0.26%
"Apr 28, 2023","59,919","59,853","60,050","59,625",5.35K,0.03%
"Apr 27, 2023","59,901","60,150","60,299","59,547",8.39K,0.01%
"Apr 26, 2023","59,893","60,210","60,428","59,825",7.08K,-0.61%
"Apr 25, 2023","60,261","60,033","60,320","59,709",6.87K,0.43%
"Apr 24, 2023","60,001","59,865","60,033","59,587",5.55K,0.26%
"Apr 21, 2023","59,845","60,381","60,476","59,622",9.21K,-1.09%
"Apr 20, 2023","60,503","60,245","60,689","60,157",5.64K,0.36%
"Apr 19, 2023","60,288","60,448","60,509","59,653",9.61K,-0.33%
"Apr 18, 2023","60,488","60,229","60,650","60,111",5.67K,0.51%
"Apr 17, 2023","60,180","60,351","60,625","59,871",5.82K,-0.25%
"Apr 14, 2023","60,329","61,038","61,170","60,088",6.89K,-1.48%
"Apr 13, 2023","61,238","60,731","61,371","60,693",5.93K,1.01%
"Apr 12, 2023","60,628","60,779","61,070","60,360",6.57K,0.20%
"Apr 11, 2023","60,505","60,170","60,599","60,170",3.99K,0.74%
"Apr 10, 2023","60,063","60,402","60,417","59,912",4.68K,-0.74%
"Apr 06, 2023","60,511","60,679","60,836","60,330",5.74K,-0.41%
"Apr 05, 2023","60,761","60,779","60,822","60,569",0.02K,0.23%
"Apr 04, 2023","60,620","61,399","61,399","59,610",0.05K,1.51%
"Apr 03, 2023","59,716","59,200","59,900","59,040",0.13K,0.53%
"Mar 31, 2023","59,402","59,425","59,650","59,310",0.44K,0.14%
"Mar 30, 2023","59,316","59,000","59,400","58,850",1.10K,0.64%
"Mar 29, 2023","58,941","58,918","59,074","58,747",5.06K,-0.17%
"Mar 28, 2023","59,042","58,718","59,232","58,500",5.06K,0.88%
"Mar 27, 2023","58,526","59,300","59,310","58,405",7.51K,-1.26%
"Mar 24, 2023","59,273","59,490","59,975","59,190",7.93K,-0.49%
"Mar 23, 2023","59,565","59,231","59,618","58,930",8.24K,1.38%
"Mar 22, 2023","58,756","58,563","58,810","58,462",5.17K,0.30%
"Mar 21, 2023","58,579","59,594","59,705","58,534",8.27K,-1.56%
"Mar 20, 2023","59,506","59,418","60,455","59,232",9.99K,0.21%
"Mar 17, 2023","59,383","58,269","59,461","58,143",7.74K,2.37%
"Mar 16, 2023","58,006","57,955","58,525","57,845",7.27K,-0.57%
"Mar 15, 2023","58,336","57,380","58,661","57,068",10.02K,1.48%
"Mar 14, 2023","57,483","57,483","57,738","57,231",6.12K,-0.28%
"Mar 13, 2023","57,642","56,667","57,680","56,353",10.61K,2.66%
"Mar 10, 2023","56,150","55,325","56,190","55,270",7.08K,1.54%
"Mar 09, 2023","55,301","54,855","55,401","54,771",5.79K,0.71%
"Mar 08, 2023","54,911","54,935","55,112","54,850",4.24K,-0.20%
"Mar 07, 2023","55,022","55,700","55,700","55,000",4.56K,-1.34%
"Mar 06, 2023","55,769","55,878","55,982","55,751",4.47K,0.09%
"Mar 03, 2023","55,721","55,899","55,899","55,580",4.59K,-0.03%
"Mar 02, 2023","55,739","55,777","55,925","55,705",4.55K,-0.16%
"Mar 01, 2023","55,830","55,760","56,020","55,627",4.58K,0.13%
"Feb 28, 2023","55,756","55,402","55,798","55,132",5.46K,0.50%
"Feb 27, 2023","55,476","55,397","55,497","55,290",4.26K,0.08%
"Feb 24, 2023","55,432","55,707","55,790","55,380",5.41K,-0.28%
"Feb 23, 2023","55,587","55,954","56,010","55,511",6.62K,-0.88%
"Feb 22, 2023","56,083","56,169","56,395","56,027",4.42K,-0.15%
"Feb 21, 2023","56,168","56,191","56,310","56,003",5.38K,-0.08%
"Feb 20, 2023","56,213","56,209","56,345","56,188",3.30K,-0.08%
"Feb 17, 2023","56,257","55,975","56,287","55,691",7.49K,0.05%
"Feb 16, 2023","56,228","56,225","56,279","55,910",6.84K,0.18%
"Feb 15, 2023","56,126","56,666","56,674","56,078",8.24K,-1.10%
"Feb 14, 2023","56,750","56,611","56,999","56,478",9.68K,0.45%
"Feb 13, 2023","56,497","56,762","56,920","56,470",4.94K,-0.43%
"Feb 10, 2023","56,741","56,760","56,865","56,496",8.49K,-0.20%
"Feb 09, 2023","56,852","57,238","57,419","56,750",6.62K,-0.63%
"Feb 08, 2023","57,215","57,220","57,384","56,986",6.03K,-0.07%
"Feb 07, 2023","57,257","57,000","57,380","56,950",7.13K,0.53%
"Feb 06, 2023","56,955","56,638","57,195","56,638",5.47K,-1.02%
"Feb 03, 2023","57,543","57,865","58,000","56,801",0.04K,-0.98%
"Feb 02, 2023","58,114","58,826","58,826","57,700",0.05K,0.28%
"Feb 01, 2023","57,952","57,150","58,099","57,100",0.08K,1.24%
"Jan 31, 2023","57,242","56,860","57,270","56,620",0.21K,0.81%
"Jan 30, 2023","56,782","56,900","57,149","56,720",2.10K,-0.13%
"Jan 27, 2023","56,857","56,760","56,985","56,640",6.95K,-0.18%
"Jan 25, 2023","56,962","56,940","57,021","56,702",5.17K,-0.01%
"Jan 24, 2023","56,969","56,986","57,125","56,775",6.28K,0.27%
"Jan 23, 2023","56,815","56,751","56,920","56,514",5.51K,0.28%
"Jan 20, 2023","56,658","56,641","56,850","56,560",4.92K,0.20%
"Jan 19, 2023","56,546","56,305","56,588","56,245",4.72K,0.46%
"Jan 18, 2023","56,286","56,303","56,550","56,122",5.92K,-0.12%
"Jan 17, 2023","56,352","56,479","56,521","56,305",4.93K,-0.23%
"Jan 16, 2023","56,482","56,467","56,562","56,330",3.95K,0.28%
"Jan 13, 2023","56,324","55,915","56,370","55,900",5.89K,0.80%
"Jan 12, 2023","55,875","55,792","55,990","55,610",5.52K,0.33%
"Jan 11, 2023","55,693","55,819","55,930","55,522",5.19K,-0.03%
"Jan 10, 2023","55,712","55,920","55,950","55,640",3.76K,-0.27%
"Jan 09, 2023","55,864","55,800","56,175","55,800",4.57K,0.22%
"Jan 06, 2023","55,743","55,382","55,790","55,291",5.06K,0.82%
"Jan 05, 2023","55,290","55,794","55,920","55,051",6.42K,-0.86%
"Jan 04, 2023","55,767","55,620","56,010","55,620",6.97K,0.43%
"Jan 03, 2023","55,530","55,280","55,800","55,280",5.42K,0.64%
"Jan 02, 2023","55,178","55,052","55,200","55,040",1.61K,0.29%
"Dec 30, 2022","55,017","54,975","55,125","54,860",4.36K,0.08%
"Dec 29, 2022","54,971","54,720","55,018","54,672",3.86K,0.38%
"Dec 28, 2022","54,761","54,923","54,950","54,530",4.12K,-0.43%
"Dec 27, 2022","54,997","54,764","55,365","54,692",5.26K,0.59%
"Dec 26, 2022","54,677","54,525","54,748","54,520",2.13K,0.19%
"Dec 23, 2022","54,574","54,517","54,745","54,441",3.38K,0.10%
"Dec 22, 2022","54,521","55,069","55,117","54,445",5.74K,-1.00%
"Dec 21, 2022","55,071","54,900","55,220","54,863",4.25K,0.32%
"Dec 20, 2022","54,898","54,429","54,995","54,350",8.12K,1.18%
"Dec 19, 2022","54,260","54,354","54,490","54,182",4.05K,-0.07%
"Dec 16, 2022","54,300","54,157","54,414","54,005",4.99K,0.36%
"Dec 15, 2022","54,107","54,481","54,481","53,882",6.78K,-1.04%
"Dec 14, 2022","54,674","54,770","54,890","54,580",3.85K,-0.13%
"Dec 13, 2022","54,743","54,132","55,047","54,132",6.17K,1.13%
"Dec 12, 2022","54,132","54,109","54,294","54,061",4.27K,-0.30%
"Dec 09, 2022","54,295","54,262","54,400","54,030",4.34K,0.45%
"Dec 08, 2022","54,051","53,999","54,201","53,937",3.48K,0.12%
"Dec 07, 2022","53,987","53,810","54,033","53,701",4.27K,0.42%
"Dec 06, 2022","53,760","53,561","53,935","53,513",4.66K,0.36%
"Dec 05, 2022","53,566","54,348","54,348","53,217",0.01K,0.57%
"Dec 02, 2022","53,265","53,337","53,458","53,184",0.02K,0.05%
"Dec 01, 2022","53,238","52,838","53,462","52,819",0.05K,1.44%
"Nov 30, 2022","52,480","52,509","52,710","52,380",0.16K,0.33%
"Nov 29, 2022","52,308","52,247","52,595","52,247",1.17K,0.26%
"Nov 28, 2022","52,173","52,421","52,696","52,141",5.12K,-0.71%
"Nov 25, 2022","52,544","52,665","52,750","52,405",4.17K,-0.24%
"Nov 24, 2022","52,671","52,500","52,748","52,500",3.25K,0.42%
"Nov 23, 2022","52,451","52,349","52,475","52,068",5.00K,0.31%
"Nov 22, 2022","52,289","52,475","52,495","52,237",4.46K,-0.01%
"Nov 21, 2022","52,292","52,508","52,590","52,136",5.40K,-0.56%
"Nov 18, 2022","52,588","52,843","52,990","52,547",4.83K,-0.48%
"Nov 17, 2022","52,843","52,950","52,993","52,777",5.38K,-0.41%
"Nov 16, 2022","53,062","52,992","53,200","52,942",5.88K,0.60%
"Nov 15, 2022","52,745","52,743","53,051","52,675",6.59K,0.05%
"Nov 14, 2022","52,718","52,318","52,786","52,300",5.64K,0.73%
"Nov 11, 2022","52,334","52,050","52,534","52,050",6.16K,0.43%
"Nov 10, 2022","52,109","51,541","52,210","51,481",7.83K,1.17%
"Nov 09, 2022","51,506","51,450","51,725","51,315",6.33K,-0.24%
"Nov 08, 2022","51,630","50,710","51,685","50,606",7.16K,1.38%
"Nov 07, 2022","50,927","50,862","51,060","50,831",4.57K,0.12%
"Nov 04, 2022","50,866","50,350","50,900","50,310",9.95K,1.36%
"Nov 03, 2022","50,184","50,500","50,500","50,000",10.45K,-0.83%
"Nov 02, 2022","50,606","50,560","50,833","50,535",5.83K,0.21%
"Nov 01, 2022","50,502","50,351","50,698","50,277",7.22K,0.36%
"Oct 31, 2022","50,322","50,266","50,447","50,161",4.80K,0.18%
"Oct 28, 2022","50,230","50,765","50,795","50,165",7.89K,-1.00%
"Oct 27, 2022","50,737","50,715","50,875","50,576",6.28K,0.10%
"Oct 26, 2022","50,687","50,867","50,867","50,610",2.24K,0.11%
"Oct 25, 2022","50,633","50,530","50,816","50,336",4.96K,0.10%
"Oct 24, 2022","50,580","50,700","50,700","50,517",1.04K,-0.09%
"Oct 21, 2022","50,626","50,069","50,649","49,808",12.24K,0.96%
"Oct 20, 2022","50,143","50,100","50,410","50,065",7.14K,-0.11%
"Oct 19, 2022","50,199","50,397","50,480","50,069",7.78K,-0.43%
"Oct 18, 2022","50,414","50,364","50,545","50,310",6.46K,-0.12%
"Oct 17, 2022","50,473","50,382","50,747","50,334",6.90K,0.42%
"Oct 14, 2022","50,260","50,794","50,974","50,174",10.51K,-1.23%
"Oct 13, 2022","50,884","50,891","51,160","50,400",11.08K,-0.04%
"Oct 12, 2022","50,905","50,814","51,049","50,762",6.02K,-0.37%
"Oct 11, 2022","51,096","50,915","51,218","50,710",7.87K,0.14%
"Oct 10, 2022","51,023","51,685","51,685","50,901",10.82K,-1.80%
"Oct 07, 2022","51,960","51,904","52,120","51,637",7.68K,-0.02%
"Oct 06, 2022","51,972","51,836","52,093","51,790",7.45K,0.54%
"Oct 05, 2022","51,692","51,692","51,692","51,692",0,1.22%
"Oct 04, 2022","51,070","51,000","51,480","50,800",0.01K,1.80%
"Oct 03, 2022","50,165","50,250","50,250","50,130",0.01K,0.14%
"Sep 30, 2022","50,094","49,971","50,689","49,935",0.12K,0.20%
"Sep 29, 2022","49,994","49,650","50,130","49,650",0.62K,0.49%
"Sep 28, 2022","49,750","49,160","49,890","48,980",4.72K,0.87%
"Sep 27, 2022","49,319","49,190","49,499","49,082",7.05K,0.34%
"Sep 26, 2022","49,150","49,350","49,688","49,105",7.10K,-0.51%
"Sep 23, 2022","49,401","50,005","50,057","49,250",8.07K,-1.20%
"Sep 22, 2022","50,000","49,314","50,175","49,314",8.73K,1.13%
"Sep 21, 2022","49,443","49,189","49,569","49,114",5.55K,0.54%
"Sep 20, 2022","49,175","49,400","49,457","49,100",4.40K,-0.26%
"Sep 19, 2022","49,302","49,257","49,410","49,044",5.38K,-0.16%
"Sep 16, 2022","49,380","49,220","49,504","48,951",7.55K,0.14%
"Sep 15, 2022","49,312","49,942","49,942","49,170",8.70K,-1.41%
"Sep 14, 2022","50,018","50,069","50,148","50,000",5.42K,-0.24%
"Sep 13, 2022","50,138","50,525","50,573","49,972",9.98K,-0.97%
"Sep 12, 2022","50,631","50,505","50,780","50,378",7.04K,0.20%
"Sep 09, 2022","50,529","50,386","50,739","50,350",5.42K,0.34%
"Sep 08, 2022","50,356","50,470","50,743","50,201",5.42K,-0.30%
"Sep 07, 2022","50,506","50,207","50,535","50,007",5.63K,0.45%
"Sep 06, 2022","50,281","50,555","50,693","50,230",4.58K,-0.30%
"Sep 05, 2022","50,433","50,410","50,522","50,404",2.94K,0.13%
"Sep 02, 2022","50,368","50,050","50,587","50,050",4.33K,0.60%
"Sep 01, 2022","50,070","50,202","50,293","49,876",7.26K,-0.68%
"Aug 31, 2022","50,414","50,500","50,661","50,333",3.02K,-0.64%
"Aug 30, 2022","50,737","51,151","51,164","50,701",5.67K,-1.00%
"Aug 29, 2022","51,250","51,100","51,369","50,830",5.73K,0.02%
"Aug 26, 2022","51,238","51,636","51,685","51,120",6.79K,-0.90%
"Aug 25, 2022","51,702","51,497","51,846","51,497",5.44K,0.51%
"Aug 24, 2022","51,439","51,350","51,569","51,290",3.79K,0.04%
"Aug 23, 2022","51,417","51,211","51,520","51,051",5.18K,0.50%
"Aug 22, 2022","51,163","51,409","51,409","50,971",5.09K,-0.61%
"Aug 19, 2022","51,479","51,524","51,671","51,435",3.95K,-0.24%
"Aug 18, 2022","51,603","51,644","51,870","51,565",4.43K,0.12%
"Aug 17, 2022","51,543","51,843","51,965","51,470",5.88K,-0.57%
"Aug 16, 2022","51,837","52,265","52,265","51,770",6.95K,-1.42%
"Aug 12, 2022","52,585","52,382","52,610","52,263",4.57K,0.48%
"Aug 11, 2022","52,336","52,144","52,520","52,014",4.92K,0.18%
"Aug 10, 2022","52,241","52,450","52,620","52,207",5.87K,-0.47%
"Aug 09, 2022","52,489","52,350","52,600","52,279",2.65K,0.38%
"Aug 08, 2022","52,288","51,793","52,333","51,793",5.68K,-0.02%
"Aug 05, 2022","52,301","52,201","52,401","52,201",0.00K,0.56%
"Aug 04, 2022","52,009","51,651","53,113","51,550",0.01K,0.61%
