Date,Price,Open,High,Low,Volume,Chg%
"Oct 31, 2017","29,153","29,330","29,368","29,136",8.31K,-0.79%
"Oct 30, 2017","29,384","29,295","29,410","29,229",6.01K,0.23%
"Oct 27, 2017","29,318","29,250","29,340","29,209",7.35K,0.16%
"Oct 26, 2017","29,270","29,393","29,470","29,242",8.30K,-0.42%
"Oct 25, 2017","29,394","29,463","29,472","29,306",8.92K,-0.50%
"Oct 24, 2017","29,541","29,571","29,574","29,467",6.51K,0.01%
"Oct 23, 2017","29,537","29,500","29,591","29,384",6.62K,-0.06%
"Oct 20, 2017","29,554","29,572","29,637","29,535",2.64K,-0.42%
"Oct 19, 2017","29,679","29,631","29,697","29,612",1.52K,0.38%
"Oct 18, 2017","29,568","29,647","29,677","29,522",4.73K,-0.10%
"Oct 17, 2017","29,598","29,810","29,810","29,570",7.48K,-0.86%
"Oct 16, 2017","29,854","29,839","29,955","29,813",6.20K,0.01%
"Oct 13, 2017","29,851","29,805","29,868","29,720",8.19K,0.12%
"Oct 12, 2017","29,814","29,775","29,900","29,710",6.81K,0.36%
"Oct 11, 2017","29,707","29,780","29,822","29,690",6.10K,-0.40%
"Oct 10, 2017","29,825","29,780","29,859","29,751",7.04K,0.31%
"Oct 09, 2017","29,732","29,698","29,772","29,664",5.83K,0.54%
"Oct 06, 2017","29,573","29,361","29,598","29,312",10.41K,0.80%
"Oct 05, 2017","29,337","29,367","29,430","29,310",0.08K,0.16%
"Oct 04, 2017","29,290","29,413","29,455","29,260",0.31K,-0.22%
"Oct 03, 2017","29,355","29,500","29,500","29,300",1.05K,-0.68%
"Sep 29, 2017","29,557","29,604","29,671","29,526",7.79K,-0.17%
"Sep 28, 2017","29,608","29,663","29,686","29,522",8.43K,-0.17%
"Sep 27, 2017","29,658","29,840","29,928","29,626",9.28K,-0.72%
"Sep 26, 2017","29,872","30,100","30,169","29,780",11.18K,-0.56%
"Sep 25, 2017","30,039","29,510","30,129","29,510",10.18K,1.53%
"Sep 22, 2017","29,585","29,650","29,746","29,556",8.58K,0.07%
"Sep 21, 2017","29,564","29,555","29,623","29,443",11.62K,-0.71%
"Sep 20, 2017","29,774","29,693","29,799","29,680",7.92K,0.52%
"Sep 19, 2017","29,621","29,566","29,682","29,546",8.62K,0.25%
"Sep 18, 2017","29,547","29,820","29,820","29,538",9.04K,-1.03%
"Sep 15, 2017","29,856","30,022","30,040","29,825",9.54K,-0.51%
"Sep 14, 2017","30,010","29,807","30,050","29,765",11.10K,0.41%
"Sep 13, 2017","29,886","29,999","30,058","29,820",9.71K,-0.19%
"Sep 12, 2017","29,943","29,911","29,971","29,820",8.28K,0.03%
"Sep 11, 2017","29,933","30,200","30,200","29,917",7.59K,-1.11%
"Sep 08, 2017","30,268","30,382","30,474","30,210",10.51K,-0.05%
"Sep 07, 2017","30,282","30,076","30,368","30,055",10.83K,0.69%
"Sep 06, 2017","30,075","30,245","30,286","30,035",9.03K,-0.49%
"Sep 05, 2017","30,223","30,178","30,243","29,955",12.05K,0.39%
"Sep 04, 2017","30,105","30,011","30,267","30,011",8.89K,0.95%
"Sep 01, 2017","29,823","29,735","29,880","29,688",9.75K,0.26%
"Aug 31, 2017","29,745","29,500","29,767","29,412",10.31K,0.64%
"Aug 30, 2017","29,555","29,641","29,641","29,466",10.39K,-0.36%
"Aug 29, 2017","29,662","29,550","29,937","29,550",13.13K,0.54%
"Aug 28, 2017","29,503","29,195","29,518","29,173",10.80K,1.15%
"Aug 25, 2017","29,167","29,096","29,224","28,777",7.63K,0.23%
"Aug 24, 2017","29,099","29,142","29,182","29,046",7.54K,-0.22%
"Aug 23, 2017","29,164","29,106","29,214","29,074",8.27K,0.20%
"Aug 22, 2017","29,105","29,238","29,238","29,036",10.05K,-0.61%
"Aug 21, 2017","29,283","29,125","29,314","29,079",9.85K,0.41%
"Aug 18, 2017","29,163","29,170","29,443","29,075",13.29K,0.04%
"Aug 17, 2017","29,151","29,050","29,229","29,050",9.18K,0.69%
"Aug 16, 2017","28,952","28,950","28,970","28,800",9.71K,-0.44%
"Aug 14, 2017","29,080","29,114","29,163","29,023",7.63K,-0.42%
"Aug 11, 2017","29,203","29,199","29,295","29,071",10.91K,0.09%
"Aug 10, 2017","29,176","28,900","29,223","28,900",11.25K,1.15%
"Aug 09, 2017","28,844","28,520","28,865","28,520",10.51K,1.64%
"Aug 08, 2017","28,379","28,462","28,529","28,300",8.52K,-0.27%
"Aug 07, 2017","28,457","28,389","28,488","28,372",5.20K,-0.41%
"Aug 04, 2017","28,573","28,487","28,666","28,435",0.09K,0.30%
"Aug 03, 2017","28,487","28,383","28,499","28,300",0.07K,0.18%
"Aug 02, 2017","28,437","28,420","28,509","28,400",0.41K,0.12%
"Aug 01, 2017","28,404","28,521","28,569","28,350",1.03K,-0.54%
"Jul 31, 2017","28,557","28,473","28,620","28,467",5.80K,-0.08%
"Jul 28, 2017","28,580","28,477","28,595","28,395",7.42K,0.37%
"Jul 27, 2017","28,476","28,600","28,607","28,367",9.93K,0.32%
"Jul 26, 2017","28,384","28,400","28,403","28,304",7.81K,-0.33%
"Jul 25, 2017","28,478","28,538","28,579","28,392",9.36K,-0.13%
"Jul 24, 2017","28,516","28,563","28,610","28,500",7.13K,-0.09%
"Jul 21, 2017","28,541","28,327","28,559","28,283",7.65K,0.74%
"Jul 20, 2017","28,331","28,217","28,380","28,131",10.72K,0.29%
"Jul 19, 2017","28,250","28,255","28,260","28,121",8.18K,-0.01%
"Jul 18, 2017","28,253","28,138","28,285","28,125",8.88K,0.47%
"Jul 17, 2017","28,120","28,050","28,143","28,025",8.85K,0.44%
"Jul 14, 2017","27,996","27,823","28,073","27,771",10.35K,0.57%
"Jul 13, 2017","27,837","27,950","27,957","27,812",7.67K,-0.05%
"Jul 12, 2017","27,851","27,915","27,977","27,802",9.29K,0.06%
"Jul 11, 2017","27,834","27,742","27,870","27,678",8.99K,0.14%
"Jul 10, 2017","27,794","27,732","27,820","27,603",11.05K,0.04%
"Jul 07, 2017","27,784","28,050","28,118","27,724",13.70K,-1.18%
"Jul 06, 2017","28,116","28,170","28,188","28,092",8.58K,0.03%
"Jul 05, 2017","28,107","28,170","28,191","28,005",11.93K,-0.03%
"Jul 04, 2017","28,115","28,073","28,213","28,073",7.97K,0.10%
"Jul 03, 2017","28,086","28,421","28,421","28,067",13.17K,-1.24%
"Jun 30, 2017","28,439","28,609","28,609","28,405",9.16K,-0.59%
"Jun 29, 2017","28,608","28,623","28,629","28,431",10.70K,0.14%
"Jun 28, 2017","28,567","28,610","28,725","28,508",9.94K,0.05%
"Jun 27, 2017","28,553","28,480","28,648","28,473",9.56K,0.15%
"Jun 26, 2017","28,510","28,450","28,527","28,350",5.24K,-0.78%
"Jun 23, 2017","28,734","28,683","28,820","28,680",7.13K,0.37%
"Jun 22, 2017","28,629","28,645","28,749","28,620",7.35K,0.18%
"Jun 21, 2017","28,577","28,590","28,634","28,448",8.44K,0.18%
"Jun 20, 2017","28,526","28,533","28,599","28,487",8.39K,-0.06%
"Jun 19, 2017","28,542","28,650","28,650","28,526",7.62K,-0.52%
"Jun 16, 2017","28,690","28,770","28,799","28,675",6.66K,-0.27%
"Jun 15, 2017","28,768","28,950","28,950","28,705",10.43K,-0.90%
"Jun 14, 2017","29,030","29,050","29,087","28,880",9.73K,0.30%
"Jun 13, 2017","28,944","28,987","28,991","28,810",8.36K,-0.17%
"Jun 12, 2017","28,993","28,951","29,049","28,930",8.85K,-0.09%
"Jun 09, 2017","29,019","29,101","29,101","28,905",9.19K,-0.38%
"Jun 08, 2017","29,131","29,350","29,405","29,020",11.50K,-1.05%
"Jun 07, 2017","29,440","29,524","29,544","29,388",9.48K,-0.43%
"Jun 06, 2017","29,567","29,280","29,585","29,280",10.75K,1.87%
"Jun 05, 2017","29,024","29,074","29,080","28,953",0.04K,0.53%
"Jun 02, 2017","28,871","28,629","28,905","28,600",0.11K,0.76%
"Jun 01, 2017","28,652","28,770","28,777","28,550",0.81K,-0.66%
"May 31, 2017","28,843","28,705","28,880","28,643",5.62K,0.35%
"May 30, 2017","28,741","28,949","28,986","28,712",8.65K,-0.55%
"May 29, 2017","28,900","28,870","28,941","28,832",4.76K,0.04%
"May 26, 2017","28,888","28,715","28,904","28,705",8.63K,0.79%
"May 25, 2017","28,661","28,750","28,765","28,630",7.82K,-0.18%
"May 24, 2017","28,713","28,750","28,760","28,645",8.03K,-0.34%
"May 23, 2017","28,811","28,850","28,935","28,755",10.16K,0.09%
"May 22, 2017","28,785","28,593","28,800","28,564",8.15K,0.52%
"May 19, 2017","28,635","28,647","28,785","28,530",9.63K,-0.24%
"May 18, 2017","28,705","28,650","29,004","28,567",17.26K,0.30%
"May 17, 2017","28,619","28,150","28,645","28,150",12.48K,1.87%
"May 16, 2017","28,094","28,020","28,135","28,020",7.84K,0.36%
"May 15, 2017","27,992","28,024","28,142","27,982",9.57K,-0.05%
"May 12, 2017","28,005","28,008","28,129","27,972",7.93K,0.00%
"May 11, 2017","28,004","27,984","28,093","27,932",8.90K,0.03%
"May 10, 2017","27,996","28,086","28,145","27,970",7.40K,0.09%
"May 09, 2017","27,971","28,141","28,174","27,951",10.88K,-0.43%
"May 08, 2017","28,091","28,118","28,237","28,071",7.87K,0.07%
"May 05, 2017","28,072","28,140","28,250","28,055",9.84K,0.00%
"May 04, 2017","28,072","28,371","28,371","28,020",11.10K,-1.40%
"May 03, 2017","28,472","28,572","28,597","28,405",8.52K,-0.38%
"May 02, 2017","28,582","28,620","28,646","28,554",7.28K,-0.25%
"May 01, 2017","28,653","28,777","28,894","28,636",5.32K,-0.76%
"Apr 28, 2017","28,873","28,813","28,897","28,790",6.49K,0.36%
"Apr 27, 2017","28,769","28,789","28,817","28,703",7.70K,0.17%
"Apr 26, 2017","28,719","28,753","28,821","28,660",9.21K,-0.33%
"Apr 25, 2017","28,814","29,070","29,070","28,765",10.43K,-1.09%
"Apr 24, 2017","29,131","29,250","29,250","28,960",11.02K,-0.98%
"Apr 21, 2017","29,418","29,273","29,447","29,223",8.15K,0.42%
"Apr 20, 2017","29,295","29,254","29,342","29,203",8.58K,-0.03%
"Apr 19, 2017","29,305","29,414","29,414","29,201",9.08K,-0.71%
"Apr 18, 2017","29,514","29,401","29,539","29,252",11.90K,0.29%
"Apr 17, 2017","29,430","29,450","29,483","29,370",9.12K,0.07%
"Apr 13, 2017","29,409","29,300","29,433","29,281",9.28K,0.62%
"Apr 12, 2017","29,229","29,216","29,297","29,167",9.08K,0.12%
"Apr 11, 2017","29,193","28,840","29,229","28,765",12.36K,1.58%
"Apr 10, 2017","28,739","28,682","28,800","28,621",8.04K,0.19%
"Apr 07, 2017","28,684","28,884","29,000","28,661",12.23K,-0.13%
"Apr 06, 2017","28,721","28,935","28,950","28,701",8.22K,0.15%
"Apr 05, 2017","28,677","28,860","28,890","28,635",0.30K,-0.64%
"Apr 04, 2017","28,862","28,820","28,963","28,816",0.27K,0.56%
"Apr 03, 2017","28,702","28,420","28,734","28,404",0.86K,0.84%
"Mar 31, 2017","28,463","28,460","28,527","28,420",4.87K,-0.28%
"Mar 30, 2017","28,542","28,695","28,720","28,501",6.60K,-0.56%
"Mar 29, 2017","28,703","28,751","28,751","28,626",7.50K,-0.50%
"Mar 28, 2017","28,848","28,799","28,892","28,760",7.43K,0.14%
"Mar 27, 2017","28,807","28,870","28,938","28,762",6.51K,0.05%
"Mar 24, 2017","28,793","28,763","28,828","28,703",6.50K,-0.02%
"Mar 23, 2017","28,800","28,819","28,948","28,750",9.69K,-0.29%
"Mar 22, 2017","28,885","28,811","28,929","28,803",9.95K,0.12%
"Mar 21, 2017","28,851","28,450","28,881","28,392",11.76K,1.21%
"Mar 20, 2017","28,505","28,550","28,599","28,490",6.77K,-0.01%
"Mar 17, 2017","28,509","28,390","28,530","28,390",6.42K,0.34%
"Mar 16, 2017","28,411","28,325","28,540","28,325",11.38K,1.52%
"Mar 15, 2017","27,985","28,054","28,054","27,907",8.24K,-0.32%
"Mar 14, 2017","28,076","28,250","28,279","28,055",8.09K,-0.62%
"Mar 13, 2017","28,251","28,420","28,420","28,210",3.19K,-0.41%
"Mar 10, 2017","28,366","28,350","28,464","28,251",9.45K,-0.28%
"Mar 09, 2017","28,446","28,550","28,597","28,402",10.13K,-0.64%
"Mar 08, 2017","28,629","28,774","28,775","28,581",9.22K,-0.42%
"Mar 07, 2017","28,751","28,941","28,949","28,721",9.60K,-0.67%
"Mar 06, 2017","28,945","29,100","29,189","28,923",8.14K,-0.26%
"Mar 03, 2017","29,020","29,168","29,200","28,952",10.01K,-0.51%
"Mar 02, 2017","29,170","29,419","29,422","29,143",10.54K,-0.88%
"Mar 01, 2017","29,428","29,451","29,453","29,266",9.95K,-0.47%
"Feb 28, 2017","29,566","29,650","29,650","29,500",8.86K,-0.48%
"Feb 27, 2017","29,710","29,587","29,785","29,541",8.17K,0.29%
"Feb 24, 2017","29,623","29,550","29,649","29,511",5.16K,0.58%
"Feb 23, 2017","29,451","29,252","29,468","29,215",10.19K,0.83%
"Feb 22, 2017","29,208","29,240","29,345","29,174",8.99K,-0.32%
"Feb 21, 2017","29,301","29,202","29,330","29,075",11.43K,-0.01%
"Feb 20, 2017","29,303","29,251","29,325","29,195",5.92K,-0.19%
"Feb 17, 2017","29,360","29,347","29,449","29,302",9.01K,-0.19%
"Feb 16, 2017","29,416","29,195","29,485","29,182",10.90K,0.94%
"Feb 15, 2017","29,143","29,063","29,170","28,872",10.92K,0.49%
"Feb 14, 2017","29,001","29,050","29,173","28,953",10.30K,-0.07%
"Feb 13, 2017","29,021","29,120","29,166","28,941",7.19K,-0.52%
"Feb 10, 2017","29,173","29,016","29,204","28,925",9.47K,0.29%
"Feb 09, 2017","29,089","29,338","29,388","29,057",13.00K,-0.82%
"Feb 08, 2017","29,330","29,311","29,414","29,241",9.70K,-0.01%
"Feb 07, 2017","29,332","29,250","29,348","29,180",10.04K,0.48%
"Feb 06, 2017","29,193","28,950","29,220","28,950",9.83K,0.79%
"Feb 03, 2017","28,964","29,025","29,099","28,860",0.08K,-0.06%
"Feb 02, 2017","28,981","29,065","29,257","28,875",0.29K,0.38%
"Feb 01, 2017","28,870","28,873","29,105","28,800",1.89K,-0.25%
"Jan 31, 2017","28,942","28,570","28,990","28,570",6.73K,1.47%
"Jan 30, 2017","28,524","28,384","28,560","28,336",7.72K,0.60%
"Jan 27, 2017","28,353","28,250","28,383","28,085",8.51K,-0.11%
"Jan 25, 2017","28,385","28,650","28,650","28,357",8.41K,-1.18%
"Jan 24, 2017","28,725","28,801","28,801","28,700",6.17K,-0.27%
"Jan 23, 2017","28,803","28,650","28,857","28,650",8.91K,0.62%
"Jan 20, 2017","28,625","28,649","28,696","28,533",7.95K,0.34%
"Jan 19, 2017","28,528","28,646","28,646","28,460",8.97K,-0.91%
"Jan 18, 2017","28,791","28,738","28,825","28,675",7.07K,0.18%
"Jan 17, 2017","28,738","28,580","28,776","28,571",9.58K,0.73%
"Jan 16, 2017","28,529","28,450","28,607","28,450",5.16K,0.53%
"Jan 13, 2017","28,380","28,360","28,440","28,240",7.98K,-0.05%
"Jan 12, 2017","28,393","28,350","28,520","28,337",9.73K,0.33%
"Jan 11, 2017","28,300","28,158","28,345","28,082",10.24K,0.55%
"Jan 10, 2017","28,144","28,020","28,260","28,009",8.34K,0.33%
"Jan 09, 2017","28,051","27,915","28,080","27,841",6.61K,0.59%
"Jan 06, 2017","27,887","27,892","27,983","27,825",7.96K,-0.22%
"Jan 05, 2017","27,948","27,800","27,978","27,785",9.43K,0.96%
"Jan 04, 2017","27,682","27,685","27,815","27,657",7.11K,-0.35%
"Jan 03, 2017","27,778","27,568","27,823","27,450",10.70K,0.75%
"Jan 02, 2017","27,570","27,401","27,600","27,401",2.51K,0.46%
"Dec 30, 2016","27,445","27,591","27,634","27,421",6.15K,-0.42%
"Dec 29, 2016","27,562","27,350","27,589","27,320",6.92K,0.96%
"Dec 28, 2016","27,300","27,238","27,347","27,200",5.06K,0.48%
"Dec 27, 2016","27,170","27,120","27,419","27,061",7.29K,0.49%
"Dec 26, 2016","27,037","27,004","27,068","26,916",1.60K,0.16%
"Dec 23, 2016","26,994","26,995","27,042","26,910",4.07K,0.10%
"Dec 22, 2016","26,968","26,980","27,080","26,862",6.94K,-0.08%
"Dec 21, 2016","26,990","27,143","27,207","26,972",7.30K,-0.52%
"Dec 20, 2016","27,130","27,180","27,194","27,015",7.32K,-0.48%
"Dec 19, 2016","27,260","27,190","27,280","27,168",4.84K,0.35%
"Dec 16, 2016","27,164","27,043","27,266","26,972",8.49K,0.54%
"Dec 15, 2016","27,019","27,401","27,401","26,901",10.61K,-2.06%
"Dec 14, 2016","27,587","27,594","27,685","27,562",5.09K,0.19%
"Dec 13, 2016","27,535","27,635","27,648","27,475",5.38K,-0.47%
"Dec 12, 2016","27,666","27,500","27,682","27,415",4.57K,0.33%
"Dec 09, 2016","27,576","27,750","27,796","27,531",7.01K,-0.72%
"Dec 08, 2016","27,777","27,911","27,923","27,750",6.02K,-0.48%
"Dec 07, 2016","27,911","27,856","28,025","27,810",6.89K,0.30%
"Dec 06, 2016","27,827","28,002","28,055","27,810",5.88K,-1.55%
"Dec 05, 2016","28,266","28,300","28,525","28,116",0.17K,-0.57%
"Dec 02, 2016","28,427","28,200","28,490","28,180",0.24K,1.82%
"Dec 01, 2016","27,920","28,400","28,400","27,881",0.89K,-1.64%
"Nov 30, 2016","28,385","28,740","28,740","28,338",6.64K,-1.31%
"Nov 29, 2016","28,762","28,754","28,800","28,582",6.32K,0.09%
"Nov 28, 2016","28,736","28,702","28,872","28,625",6.55K,0.48%
"Nov 25, 2016","28,598","28,553","28,693","28,374",10.06K,-0.51%
"Nov 24, 2016","28,746","28,743","28,790","28,630",6.06K,-0.29%
"Nov 23, 2016","28,829","29,179","29,225","28,716",11.00K,-1.06%
"Nov 22, 2016","29,139","29,178","29,224","29,060",5.62K,0.01%
"Nov 21, 2016","29,135","29,024","29,200","28,946",6.08K,0.68%
"Nov 18, 2016","28,937","29,000","29,000","28,800",9.50K,-0.67%
"Nov 17, 2016","29,131","29,347","29,390","29,091",7.92K,-0.86%
"Nov 16, 2016","29,383","29,371","29,441","29,315",7.60K,0.21%
"Nov 15, 2016","29,320","29,558","29,558","29,223",11.08K,-0.97%
"Nov 14, 2016","29,607","29,328","29,698","29,281",9.25K,0.72%
"Nov 11, 2016","29,396","29,830","29,957","29,250",16.85K,-1.69%
"Nov 10, 2016","29,900","30,053","30,195","29,771",14.79K,0.08%
"Nov 09, 2016","29,877","30,400","31,376","29,805",28.85K,-0.01%
"Nov 08, 2016","29,880","30,100","30,368","29,731",18.67K,-0.66%
"Nov 07, 2016","30,078","30,510","30,510","30,005",12.61K,-1.57%
"Nov 04, 2016","30,557","30,430","30,624","30,372",12.35K,0.23%
"Nov 03, 2016","30,487","30,649","30,649","30,206",16.24K,-0.58%
"Nov 02, 2016","30,666","30,350","30,686","30,350",12.29K,1.26%
"Nov 01, 2016","30,285","30,000","30,314","30,000",8.73K,1.12%
"Oct 31, 2016","29,950","30,010","30,030","29,916",3.05K,-0.38%
"Oct 30, 2016","30,064","30,070","30,070","30,032",1.32K,-0.06%
"Oct 28, 2016","30,082","29,989","30,157","29,720",11.52K,0.52%
"Oct 27, 2016","29,927","29,846","29,962","29,831",8.36K,0.31%
"Oct 26, 2016","29,834","29,980","30,000","29,802",10.70K,-0.36%
"Oct 25, 2016","29,942","29,842","29,982","29,739",11.64K,0.60%
"Oct 24, 2016","29,763","29,905","29,905","29,730",16.56K,-0.61%
"Oct 21, 2016","29,946","29,850","29,975","29,810",11.75K,0.12%
"Oct 20, 2016","29,910","29,990","30,063","29,881",12.81K,0.03%
"Oct 19, 2016","29,901","29,779","29,995","29,757",11.39K,0.39%
"Oct 18, 2016","29,786","29,750","29,840","29,680",13.19K,0.27%
"Oct 17, 2016","29,705","29,673","29,734","29,600",11.12K,0.17%
"Oct 14, 2016","29,656","29,675","29,725","29,460",14.30K,-0.18%
"Oct 13, 2016","29,709","29,800","29,885","29,692",12.70K,0.20%
"Oct 12, 2016","29,651","29,692","29,779","29,590",4.90K,-0.23%
"Oct 11, 2016","29,719","29,565","29,785","29,565",4.23K,0.21%
"Oct 10, 2016","29,658","29,650","29,798","29,630",8.99K,0.27%
"Oct 07, 2016","29,578","29,600","29,860","29,300",19.36K,0.01%
"Oct 06, 2016","29,575","29,835","29,949","29,550",13.03K,-0.99%
"Oct 05, 2016","29,870","30,036","30,036","29,786",0.07K,-0.40%
